57996 27079 tcp FIN 0.430448 5104 3080 31 29 7 7 - 91476.78906 55346.98828 28 30 255 255 530606393 2801320101 182 103 0 0 985.457591 26.02943 1424251314 1424251314 15.930888 14.825552 0.000627 0.000503 0.000124 0 0   5 5 5 4 1 1 3 0
61415 25 tcp FIN 0.687968 37300 3380 31 29 18 8 smtp 425403.5 38373.87891 52 42 255 255 2252627330 2341706608 717 80 0 0 1050.661182 37.239359 1424261521 1424261521 13.482941 16.768195 0.000593 0.00047 0.000123 0 0   1 3 7 2 1 1 2 0
61737 80 tcp FIN 0.004051 1052 824 31 29 2 2 http 1818810.25 1465317.25 8 10 255 255 848516729 2994988562 132 82 1 83 32.848603 0.71532 1424250856 1424250856 0.526143 0.387889 0.000675 0.000531 0.000144 0 0   1 2 2 8 1 1 1 0
1043 53 udp INT 9e-06 114 0 254 0 0 0 dns 50666664.0 0.0 2 0 0 0 0 0 57 0 0 0 0.0 0.0 1424259037 1424259037 0.009 0.0 0.0 0.0 0.0 0 2   34 34 20 20 20 12 34 1
50884 80 tcp FIN 0.004205 1052 824 31 29 2 2 http 1752199.75 1411652.75 8 10 255 255 2107438288 2108524509 132 82 1 83 33.919432 0.716928 1424252265 1424252265 0.551714 0.387778 0.00085 0.000711 0.000139 0 0   1 2 3 8 1 1 1 0
42341 80 tcp FIN 0.003875 1052 824 31 29 2 2 http 1901419.375 1531871.0 8 10 255 255 1721766688 3868173875 132 82 1 83 32.746707 0.694463 1424256495 1424256495 0.503857 0.375444 0.000621 0.000493 0.000128 0 0   2 1 1 17 2 1 1 0
47439 53 udp INT 6e-06 264 0 60 0 0 0 dns 176000000.0 0.0 2 0 0 0 0 0 132 0 0 0 0.0 0.0 1424258975 1424258975 0.006 0.0 0.0 0.0 0.0 0 0   19 19 19 19 19 9 19 0
47439 53 udp INT 1e-06 264 0 60 0 0 0 dns 1056000000.0 0.0 2 0 0 0 0 0 132 0 0 0 0.0 0.0 1424253324 1424253324 0.001 0.0 0.0 0.0 0.0 0 0   42 42 42 42 42 19 42 0
27650 25624 tcp FIN 0.009921 2334 16102 31 29 7 12 - 1830460.625 12643080.0 36 38 255 255 856548857 3009381570 65 424 0 0 16.749717 16.14338 1424259729 1424259729 0.282441 0.262333 0.00059 0.000474 0.000116 0 0   3 4 7 3 1 1 1 0
1043 53 udp INT 1e-06 114 0 254 0 0 0 dns 456000000.0 0.0 2 0 0 0 0 0 57 0 0 0 0.0 0.0 1424260380 1424260380 0.001 0.0 0.0 0.0 0.0 0 2   33 33 35 33 33 17 33 1
1043 53 udp INT 6e-06 114 0 254 0 0 0 dns 76000000.0 0.0 2 0 0 0 0 0 57 0 0 0 0.0 0.0 1424253648 1424253648 0.006 0.0 0.0 0.0 0.0 0 2   34 34 34 34 34 16 34 1
21092 111 udp CON 0.004452 568 304 31 29 0 0 - 765498.6875 409703.5 4 4 0 0 0 0 142 76 0 0 1.699414 1.421993 1424260277 1424260277 1.208667 1.01 0.0 0.0 0.0 0 0   6 4 5 6 1 1 4 0
7614 22 tcp FIN 1.563829 5928 8010 31 29 14 17 ssh 29839.58008 40270.39063 62 58 255 255 1661702496 3811577734 96 138 0 0 1763.956633 1823.316929 1424257575 1424257577 25.636542 27.423474 0.0007 0.000564 0.000136 0 0   1 3 6 3 1 1 1 0
47439 53 udp INT 9e-06 114 0 254 0 0 0 dns 50666664.0 0.0 2 0 0 0 0 0 57 0 0 0 0.0 0.0 1424254324 1424254324 0.009 0.0 0.0 0.0 0.0 0 2   22 22 18 18 18 18 22 1
1043 53 udp INT 4e-06 264 0 60 0 0 0 dns 264000000.0 0.0 2 0 0 0 0 0 132 0 0 0 0.0 0.0 1424254011 1424254011 0.004 0.0 0.0 0.0 0.0 0 0   28 28 23 23 23 23 28 0
1043 53 udp INT 7e-06 264 0 60 0 0 0 dns 150857136.0 0.0 2 0 0 0 0 0 132 0 0 0 0.0 0.0 1424254891 1424254891 0.007 0.0 0.0 0.0 0.0 0 0   23 23 23 23 23 23 23 0
47439 53 udp INT 9e-06 114 0 254 0 0 0 dns 50666664.0 0.0 2 0 0 0 0 0 57 0 0 0 0.0 0.0 1424259216 1424259216 0.009 0.0 0.0 0.0 0.0 0 2   23 23 16 16 16 16 23 1
21995 53 udp CON 0.001058 146 178 31 29 0 0 dns 551984.875 672967.875 2 2 0 0 0 0 73 89 0 0 0.0 0.0 1424251198 1424251198 0.009 0.007 0.0 0.0 0.0 0 0   2 3 3 2 1 1 2 0
29859 53 udp CON 0.001018 130 162 31 29 0 0 dns 510805.5313 636542.25 2 2 0 0 0 0 65 81 0 0 0.0 0.0 1424258932 1424258932 0.009 0.009 0.0 0.0 0.0 0 0   2 1 1 9 2 1 1 0
24586 22328 tcp FIN 0.009918 2334 16102 31 29 7 12 - 1831014.375 12646905.0 36 38 255 255 772528592 780004094 65 424 0 0 16.359671 15.095762 1424259396 1424259396 0.282529 0.259944 0.000691 0.000554 0.000137 0 0   2 4 2 2 1 1 1 0
30997 59224 tcp FIN 0.017041 2646 22128 31 29 7 14 - 1212604.875 10141189.0 42 42 255 255 2891017239 2891252778 63 527 0 0 25.721667 0.690945 1424250226 1424250226 0.408024 0.413575 0.000613 0.000495 0.000118 0 0   2 6 1 2 1 1 1 0
5526 2339 udp CON 0.001584 536 304 31 29 0 0 - 2030303.125 1151515.125 4 4 0 0 0 0 134 76 0 0 0.555786 0.271529 1424254361 1424254361 0.396 0.195 0.0 0.0 0.0 0 0   2 5 1 3 1 1 3 0
52381 50433 tcp FIN 0.113878 2646 25684 31 29 7 15 - 181457.3594 1763360.875 42 44 255 255 539818653 2744318928 63 584 0 0 166.248363 160.453319 1424260444 1424260444 2.769878 2.635047 0.000713 0.000568 0.000145 0 0   2 5 3 6 1 1 3 0
13474 7080 tcp FIN 1.37662 1068 268 254 252 2 1 - 5590.503906 1301.739014 10 6 255 255 942100620 3467551295 107 45 0 0 9592.554079 479.343875 1424261299 1424261300 152.957778 256.027203 0.187501 0.057165 0.130336 0 1   1 1 1 1 1 1 1 1
61951 53 udp CON 0.001049 130 162 31 29 0 0 dns 495710.2188 617731.1875 2 2 0 0 0 0 65 81 0 0 0.0 0.0 1424254746 1424254746 0.009 0.007 0.0 0.0 0.0 0 0   2 3 4 3 2 2 2 0
1043 53 udp INT 8e-06 114 0 254 0 0 0 dns 57000000.0 0.0 2 0 0 0 0 0 57 0 0 0 0.0 0.0 1424254649 1424254649 0.008 0.0 0.0 0.0 0.0 0 2   22 22 18 18 18 12 22 1
62236 36070 tcp FIN 0.0163 2646 23838 31 29 7 15 - 1267730.0 11434110.0 42 44 255 255 785142327 785433170 63 542 0 0 22.409784 20.668554 1424250666 1424250666 0.388854 0.365954 0.000681 0.000555 0.000126 0 0   13 2 1 5 1 1 2 0
29539 23140 tcp FIN 0.148961 5174 87222 31 29 7 39 - 274810.1875 4633374.0 90 92 255 255 199190042 199455246 57 948 0 0 89.698521 88.579547 1424258665 1424258665 1.670225 1.630275 0.000743 0.000603 0.00014 0 0   5 3 1 3 1 1 2 0
45403 111 tcp FIN 2.101359 564 354 254 252 2 1 - 1933.986572 1180.188721 10 8 255 255 4067274034 2289479307 56 44 0 0 14176.31896 445.170219 1424254221 1424254224 233.484333 288.014 0.156146 0.084562 0.071584 0 1   2 1 1 2 1 1 1 1
47250 22 tcp FIN 0.157797 3728 5578 31 29 7 7 ssh 183121.3594 271944.3438 32 26 255 255 1158838104 1159115342 117 215 0 0 408.433786 13.182027 1424250928 1424250928 5.090226 6.545167 0.000719 0.000589 0.00013 0 0   1 1 3 2 1 1 8 0
47439 53 udp INT 3e-06 114 0 254 0 0 0 dns 152000000.0 0.0 2 0 0 0 0 0 57 0 0 0 0.0 0.0 1424252479 1424252479 0.003 0.0 0.0 0.0 0.0 0 2   17 17 17 17 17 17 17 1
1043 53 udp INT 8e-06 264 0 60 0 0 0 dns 132000000.0 0.0 2 0 0 0 0 0 132 0 0 0 0.0 0.0 1424254764 1424254764 0.008 0.0 0.0 0.0 0.0 0 0   23 23 23 23 23 23 23 0
17446 37580 tcp FIN 0.004605 3656 2456 31 29 7 7 - 5998697.0 4030401.75 18 18 255 255 1013333592 1016819937 203 136 0 0 12.65433 0.324469 1424255742 1424255742 0.252882 0.242882 0.000593 0.00047 0.000123 0 0   6 11 5 4 1 1 4 0
51435 53 udp CON 0.001061 146 178 31 29 0 0 dns 550424.125 671065.0 2 2 0 0 0 0 73 89 0 0 0.0 0.0 1424258180 1424258180 0.016 0.012 0.0 0.0 0.0 0 0   1 5 6 1 1 1 2 0
51036 29664 tcp FIN 0.092851 3926 55486 31 29 7 27 - 333178.9688 4710428.5 66 68 255 255 1683617030 1695369297 59 816 0 0 82.990913 80.146171 1424253069 1424253069 1.468936 1.377851 0.000652 0.000532 0.00012 0 0   8 2 2 7 1 1 3 0
51744 5190 tcp FIN 0.005583 2048 2410 31 29 6 7 - 2812824.75 3321511.75 24 26 255 255 1187670388 1187954261 85 93 0 0 13.830548 12.429965 1424253956 1424253956 0.227522 0.20036 0.000692 0.000565 0.000127 0 0   3 6 1 4 1 1 2 0
1043 53 udp INT 2e-06 264 0 60 0 0 0 dns 528000000.0 0.0 2 0 0 0 0 0 132 0 0 0 0.0 0.0 1424251846 1424251846 0.002 0.0 0.0 0.0 0.0 0 0   33 33 6 6 6 6 33 0
30408 58209 tcp FIN 0.092507 3494 44906 31 29 7 22 - 296972.125 3816533.0 58 58 255 255 2833150155 726087135 60 774 0 0 88.682491 2.283463 1424261636 1424261636 1.617561 1.613474 0.00068 0.000534 0.000146 0 0   3 2 3 2 1 1 2 0
14012 179 tcp FIN 0.702512 534 354 254 252 2 1 - 5477.486328 3530.188721 10 8 255 255 1766219535 432680902 53 44 0 0 5071.519217 146.810516 1424252707 1424252708 78.056889 88.885289 0.091228 0.053567 0.037661 0 1   2 2 1 1 1 1 2 0
35926 62813 tcp FIN 0.010793 2438 19440 31 29 7 13 - 1759659.0 14049105.0 38 40 255 255 2158277624 9000452 64 486 0 0 17.355997 16.539171 1424258009 1424258009 0.283297 0.268395 0.000726 0.000586 0.00014 0 0   8 6 2 3 1 1 2 0
1043 53 udp INT 8e-06 114 0 254 0 0 0 dns 57000000.0 0.0 2 0 0 0 0 0 57 0 0 0 0.0 0.0 1424258972 1424258972 0.008 0.0 0.0 0.0 0.0 0 2   21 21 17 18 17 17 21 1
19364 39290 tcp FIN 0.019386 3302 35712 31 29 7 21 - 1337460.0 14474362.0 54 56 255 255 3595550311 3595796053 61 638 0 0 0.0 19.109782 1424256691 1424256691 0.366058 0.349093 0.000652 0.000531 0.000121 0 0   8 5 2 5 1 1 2 0
25561 23513 tcp FIN 0.016321 2646 25564 31 29 7 15 - 1266098.875 12245818.0 42 44 255 255 493903323 2653340648 63 581 0 0 0.0 24.66715 1424250394 1424250394 0.409641 0.366791 0.000717 0.000546 0.000171 0 0   10 3 6 4 1 1 1 0
1578 6881 tcp FIN 1.884082 7012 242532 31 29 12 89 - 29518.88477 1024770.688 116 204 255 255 2710569154 2742590015 60 1189 0 0 1312.606456 981.804499 1424251221 1424251222 16.379313 9.278581 0.000665 0.000527 0.000138 0 0   9 16 3 3 1 1 6 0
1043 53 udp INT 8e-06 114 0 254 0 0 0 dns 57000000.0 0.0 2 0 0 0 0 0 57 0 0 0 0.0 0.0 1424251717 1424251717 0.008 0.0 0.0 0.0 0.0 0 2   26 26 14 14 14 14 26 1
16562 40754 udp CON 0.00243 512 304 31 29 0 0 - 1264197.5 750617.25 4 4 0 0 0 0 128 76 0 0 0.598919 0.655018 1424258635 1424258635 0.427 0.466667 0.0 0.0 0.0 0 0   6 11 6 4 1 1 5 0
7450 80 tcp FIN 0.364733 862 268 254 252 2 1 http 17020.66992 4913.183105 10 6 255 255 1031991506 3597431724 86 45 1 0 2055.318134 93.379 1424260367 1424260367 38.459556 58.975602 0.124641 0.069846 0.054795 0 1   1 1 36 1 1 1 1 1
49030 1723 tcp FIN 0.664868 2516 268 254 252 2 1 - 27253.5293 2695.271973 10 6 255 255 1105622290 2555984120 252 45 0 0 3469.44147 156.346422 1424261203 1424261204 66.943778 119.327602 0.112335 0.068224 0.044111 0 1   5 3 1 1 1 1 3 0
16290 19518 tcp FIN 0.583643 8928 320 31 29 4 1 ftp-data 113644.8125 3659.77124 14 6 255 255 3547249284 837756347 638 53 0 0 3679.913932 147.780578 1424261071 1424261071 44.895616 116.611602 0.000572 0.000461 0.000111 0 0   1 2 2 2 1 1 2 0
1303 53 udp CON 0.001019 146 178 31 29 0 0 dns 573110.9375 698724.25 2 2 0 0 0 0 73 89 0 0 0.0 0.0 1424261415 1424261415 0.009 0.006 0.0 0.0 0.0 0 0   2 1 3 1 1 1 1 0
46587 53 udp CON 0.001023 146 178 31 29 0 0 dns 570870.0 695992.1875 2 2 0 0 0 0 73 89 0 0 0.0 0.0 1424261520 1424261520 0.006 0.007 0.0 0.0 0.0 0 0   3 2 3 2 2 1 2 0
5335 4144 tcp FIN 0.00458 4416 2456 31 29 7 7 - 7285589.5 4052401.75 18 18 255 255 3609497444 3608382937 245 136 0 0 12.477956 0.317623 1424259919 1424259919 0.251059 0.238706 0.00064 0.000519 0.000121 0 0   1 3 1 1 1 1 1 0
47439 53 udp INT 9e-06 114 0 254 0 0 0 dns 50666664.0 0.0 2 0 0 0 0 0 57 0 0 0 0.0 0.0 1424253258 1424253258 0.009 0.0 0.0 0.0 0.0 0 2   25 25 18 18 18 18 25 1
31192 54673 tcp FIN 0.030861 2766 26496 31 29 7 16 - 700949.4375 6719160.0 44 46 255 255 2624253174 475001128 63 576 0 0 50.141122 48.771497 1424256582 1424256582 0.710442 0.688341 0.000687 0.000573 0.000114 0 0   6 2 1 7 1 1 1 0
1043 53 udp INT 1e-05 114 0 254 0 0 0 dns 45600000.0 0.0 2 0 0 0 0 0 57 0 0 0 0.0 0.0 1424252070 1424252070 0.01 0.0 0.0 0.0 0.0 0 2   28 28 6 6 6 6 28 1
47439 53 udp INT 9e-06 114 0 254 0 0 0 dns 50666664.0 0.0 2 0 0 0 0 0 57 0 0 0 0.0 0.0 1424260157 1424260157 0.009 0.0 0.0 0.0 0.0 0 2   26 26 16 16 16 16 26 1
